game_id,season,game_date,home_team,away_team,venue,capacity,attendance,min_ticket_price,home_score,away_score
1502,2007,2007-10-08,Indiana Fever,Atlanta Dream,Gainbridge Fieldhouse,20000,8428.0,54.08,77,62
1503,2007,2007-10-09,Indiana Fever,Los Angeles Sparks,Gainbridge Fieldhouse,20000,5138.0,37.05,79,69
1504,2007,2007-10-11,Atlanta Dream,Los Angeles Sparks,Gateway Center Arena,8500,3016.0,49.2,73,75
1505,2007,2007-10-13,Indiana Fever,Minnesota Lynx,Gainbridge Fieldhouse,20000,8056.0,34.91,64,66
1506,2007,2007-10-13,Seattle Storm,Las Vegas Aces,Climate Pledge Arena,18000,7276.0,60.13,57,84
1507,2007,2007-10-15,Los Angeles Sparks,Golden State Valkyries,Crypto.com Arena,19000,8662.0,42.94,74,81
1508,2007,2007-10-16,Connecticut Sun,Indiana Fever,Mohegan Sun Arena,10000,3101.0,37.56,94,61
1509,2007,2007-10-18,Connecticut Sun,Los Angeles Sparks,Mohegan Sun Arena,10000,2459.0,41.27,58,78
1510,2007,2007-10-19,Seattle Storm,New York Liberty,Climate Pledge Arena,18000,8096.0,40.69,90,62
1511,2007,2007-10-20,Phoenix Mercury,Las Vegas Aces,Footprint Center,14000,5305.0,56.16,70,84
1512,2007,2007-10-19,Los Angeles Sparks,Indiana Fever,Crypto.com Arena,19000,6698.0,43.25,68,64
1513,2007,2007-10-22,New York Liberty,Golden State Valkyries,Barclays Center,17000,8757.0,51.79,71,72
1514,2007,2007-10-23,Atlanta Dream,New York Liberty,Gateway Center Arena,8500,2923.0,47.42,84,74
1515,2007,2007-10-24,Atlanta Dream,Dallas Wings,Gateway Center Arena,8500,2754.0,43.58,76,79
1516,2007,2007-10-26,Las Vegas Aces,Minnesota Lynx,Michelob ULTRA Arena,12000,6858.0,54.96,80,78
1517,2007,2007-10-26,Las Vegas Aces,Phoenix Mercury,Michelob ULTRA Arena,12000,5030.0,-1.0,82,87
1518,2007,2007-10-26,Las Vegas Aces,Atlanta Dream,Michelob ULTRA Arena,12000,8892.0,55.72,78,80
1519,2007,2007-10-27,Indiana Fever,New York Liberty,Gainbridge Fieldhouse,20000,12690.0,60.83,88,63
1520,2007,2007-10-30,Washington Mystics,Indiana Fever,Entertainment & Sports Arena,4200,2402.0,53.4,81,75
1521,2007,2007-10-30,Golden State Valkyries,Washington Mystics,Chase Center,18000,7578.0,43.77,82,72
1522,2007,2007-10-31,Phoenix Mercury,Washington Mystics,Footprint Center,14000,,53.73,88,73
1523,2007,2007-11-02,Washington Mystics,Chicago Sky,Entertainment & Sports Arena,4200,3762.0,31.12,71,100
1524,2007,2007-11-03,Phoenix Mercury,Seattle Storm,Footprint Center,14000,9121.0,69.55,75,77
1525,2007,2007-11-02,Chicago Sky,Golden State Valkyries,Wintrust Arena,10000,5355.0,52.75,75,65
1526,2007,2007-11-05,Los Angeles Sparks,Indiana Fever,Crypto.com Arena,19000,,54.89,68,61
1527,2007,2007-11-06,Connecticut Sun,Phoenix Mercury,Mohegan Sun Arena,10000,6093.0,42.64,81,60
1528,2007,2007-11-07,Seattle Storm,Los Angeles Sparks,Climate Pledge Arena,18000,5265.0,48.07,67,74
1529,2007,2007-11-08,Dallas Wings,Connecticut Sun,College Park Center,7000,3433.0,62.37,84,74
1530,2007,2007-11-08,Connecticut Sun,Los Angeles Sparks,Mohegan Sun Arena,10000,2042.0,52.63,69,64
1531,2007,2007-11-10,Minnesota Lynx,Seattle Storm,Target Center,18000,12120.0,67.55,93,68
1532,2007,2007-11-11,Las Vegas Aces,Seattle Storm,Michelob ULTRA Arena,12000,6554.0,-1.0,57,83
1533,2007,2007-11-12,Los Angeles Sparks,Phoenix Mercury,Crypto.com Arena,19000,9963.0,40.51,85,65
1534,2007,2007-11-13,Atlanta Dream,New York Liberty,Gateway Center Arena,8500,4426.0,51.18,71,77
1535,2007,2007-11-14,Las Vegas Aces,Washington Mystics,Michelob ULTRA Arena,12000,4804.0,33.75,64,87
1536,2007,2007-11-14,Seattle Storm,Golden State Valkyries,Climate Pledge Arena,18000,8744.0,54.59,75,77
1537,2007,2007-11-16,Minnesota Lynx,Dallas Wings,Target Center,18000,8468.0,45.38,57,73
1538,2007,2007-11-16,Atlanta Dream,Los Angeles Sparks,Gateway Center Arena,8500,2493.0,56.62,75,77
1539,2007,2007-11-18,Golden State Valkyries,Dallas Wings,Chase Center,18000,,50.51,74,71
1540,2007,2007-11-20,Dallas Wings,Golden State Valkyries,College Park Center,7000,,37.35,72,64
1541,2007,2007-11-22,Atlanta Dream,New York Liberty,Gateway Center Arena,8500,3363.0,-1.0,89,75
1542,2007,2007-11-21,New York Liberty,Las Vegas Aces,Barclays Center,17000,7723.0,47.92,66,92
1543,2007,2007-11-24,Connecticut Sun,Atlanta Dream,Mohegan Sun Arena,10000,6497.0,49.17,80,81
1544,2007,2007-11-23,Atlanta Dream,Connecticut Sun,Gateway Center Arena,8500,5521.0,35.28,80,65
1545,2007,2007-11-25,Dallas Wings,Indiana Fever,College Park Center,7000,3459.0,58.24,64,72
1546,2007,2007-11-26,Minnesota Lynx,Las Vegas Aces,Target Center,18000,11032.0,55.22,70,82
1547,2007,2007-11-26,Indiana Fever,Los Angeles Sparks,Gainbridge Fieldhouse,20000,5535.0,37.31,84,59
1548,2007,2007-11-27,Indiana Fever,Golden State Valkyries,Gainbridge Fieldhouse,20000,5980.0,37.77,74,69
1549,2007,2007-11-30,Seattle Storm,Las Vegas Aces,Climate Pledge Arena,18000,10071.0,36.42,88,63
1550,2007,2007-11-29,Dallas Wings,Golden State Valkyries,College Park Center,7000,2959.0,50.78,83,61
1551,2007,2007-12-01,Phoenix Mercury,Indiana Fever,Footprint Center,14000,6448.0,39.16,90,64
1552,2007,2007-12-01,New York Liberty,Washington Mystics,Barclays Center,17000,6963.0,44.4,75,64
1553,2007,2007-12-04,Minnesota Lynx,Dallas Wings,Target Center,18000,5496.0,41.55,62,94
1554,2007,2007-12-06,Las Vegas Aces,Los Angeles Sparks,Michelob ULTRA Arena,12000,6235.0,66.51,65,70
1555,2007,2007-12-07,Indiana Fever,Washington Mystics,Gainbridge Fieldhouse,20000,8304.0,43.87,85,82
1556,2007,2007-12-07,Dallas Wings,New York Liberty,College Park Center,7000,2657.0,39.4,76,64
1557,2007,2007-12-09,Seattle Storm,Dallas Wings,Climate Pledge Arena,18000,11637.0,58.12,73,73
1558,2007,2007-12-09,New York Liberty,Indiana Fever,Barclays Center,17000,10496.0,53.67,74,75
1559,2007,2007-12-09,Los Angeles Sparks,Seattle Storm,Crypto.com Arena,19000,9146.0,47.46,66,59
1560,2007,2007-12-12,Seattle Storm,Minnesota Lynx,Climate Pledge Arena,18000,7687.0,40.97,90,66
1561,2008,2008-05-17,Chicago Sky,Indiana Fever,Wintrust Arena,10000,4882.0,54.97,81,78
1562,2008,2008-05-17,Indiana Fever,Chicago Sky,Gainbridge Fieldhouse,20000,11838.0,51.41,76,82
1563,2008,2008-05-17,Indiana Fever,Minnesota Lynx,Gainbridge Fieldhouse,20000,8914.0,48.37,70,92
1564,2008,2008-05-19,Los Angeles Sparks,Dallas Wings,Crypto.com Arena,19000,9172.0,40.56,75,66
1565,2008,2008-05-21,Indiana Fever,Chicago Sky,Gainbridge Fieldhouse,20000,9255.0,48.86,69,59
1566,2008,2008-05-22,Las Vegas Aces,Chicago Sky,Michelob ULTRA Arena,12000,5321.0,43.17,75,75
1567,2008,2008-05-21,Golden State Valkyries,Washington Mystics,Chase Center,18000,8378.0,57.55,82,67
1568,2008,2008-05-22,Phoenix Mercury,Atlanta Dream,Footprint Center,14000,3227.0,42.88,66,87
1569,2008,2008-05-23,Connecticut Sun,Washington Mystics,Mohegan Sun Arena,10000,3732.0,44.85,68,55
1570,2008,2008-05-26,Phoenix Mercury,Chicago Sky,Footprint Center,14000,4388.0,44.23,79,81
1571,2008,2008-05-26,Phoenix Mercury,Golden State Valkyries,Footprint Center,14000,8809.0,37.37,83,81
1572,2008,2008-05-27,Connecticut Sun,Las Vegas Aces,Mohegan Sun Arena,10000,2289.0,32.1,64,78
1573,2008,2008-05-29,Seattle Storm,Washington Mystics,Climate Pledge Arena,18000,,41.49,80,56
1574,2008,2008-05-29,Los Angeles Sparks,New York Liberty,Crypto.com Arena,19000,8598.0,39.63,70,95
1575,2008,2008-05-30,Indiana Fever,Phoenix Mercury,Gainbridge Fieldhouse,20000,10245.0,45.29,75,64
1576,2008,2008-06-02,Dallas Wings,Indiana Fever,College Park Center,7000,2108.0,59.88,73,81
1577,2008,2008-06-03,Minnesota Lynx,Indiana Fever,Target Center,18000,8804.0,44.0,81,95
1578,2008,2008-06-04,Connecticut Sun,Dallas Wings,Mohegan Sun Arena,10000,5826.0,37.76,80,71
1579,2008,2008-06-05,Dallas Wings,Connecticut Sun,College Park Center,7000,3199.0,43.13,60,94
1580,2008,2008-06-05,Connecticut Sun,Atlanta Dream,Mohegan Sun Arena,10000,5832.0,45.89,71,83
1581,2008,2008-06-07,Los Angeles Sparks,Las Vegas Aces,Crypto.com Arena,19000,9736.0,38.72,58,72
1582,2008,2008-06-08,New York Liberty,Las Vegas Aces,Barclays Center,17000,5635.0,44.11,94,52
1583,2008,2008-06-09,Indiana Fever,Las Vegas Aces,Gainbridge Fieldhouse,20000,11160.0,48.87,77,69
1584,2008,2008-06-08,Las Vegas Aces,Los Angeles Sparks,Michelob ULTRA Arena,12000,5335.0,-1.0,79,67
1585,2008,2008-06-10,Golden State Valkyries,Dallas Wings,Chase Center,18000,10483.0,62.86,87,72
1586,2008,2008-06-11,Chicago Sky,Dallas Wings,Wintrust Arena,10000,,56.61,77,59
1587,2008,2008-06-14,Seattle Storm,New York Liberty,Climate Pledge Arena,18000,9295.0,60.98,71,65
1588,2008,2008-06-13,Phoenix Mercury,New York Liberty,Footprint Center,14000,4686.0,35.45,90,76
1589,2008,2008-06-15,Atlanta Dream,Los Angeles Sparks,Gateway Center Arena,8500,5679.0,65.67,97,69
1590,2008,2008-06-16,Las Vegas Aces,Seattle Storm,Michelob ULTRA Arena,12000,6504.0,42.04,89,74
1591,2008,2008-06-18,Chicago Sky,Dallas Wings,Wintrust Arena,10000,5039.0,61.6,77,76
1592,2008,2008-06-17,Seattle Storm,Atlanta Dream,Climate Pledge Arena,18000,7357.0,41.17,86,61
1593,2008,2008-06-19,Seattle Storm,Connecticut Sun,Climate Pledge Arena,18000,7226.0,37.76,73,69
1594,2008,2008-06-19,New York Liberty,Chicago Sky,Barclays Center,17000,7091.0,45.61,64,85
1595,2008,2008-06-20,Las Vegas Aces,Seattle Storm,Michelob ULTRA Arena,12000,6108.0,51.25,74,83
1596,2008,2008-06-22,Washington Mystics,Los Angeles Sparks,Entertainment & Sports Arena,4200,3349.0,48.44,36,69
1597,2008,2008-06-22,Golden State Valkyries,Washington Mystics,Chase Center,18000,6637.0,45.44,65,78
1598,2008,2008-06-24,Los Angeles Sparks,Connecticut Sun,Crypto.com Arena,19000,13607.0,60.45,87,56
1599,2008,2008-06-26,Atlanta Dream,Chicago Sky,Gateway Center Arena,8500,3538.0,53.79,75,92
1600,2008,2008-06-26,Indiana Fever,Washington Mystics,Gainbridge Fieldhouse,20000,6353.0,47.86,63,81
1601,2008,2008-06-29,New York Liberty,Indiana Fever,Barclays Center,17000,10633.0,37.46,73,88
1602,2008,2008-06-30,Phoenix Mercury,Golden State Valkyries,Footprint Center,14000,4968.0,44.44,54,74
1603,2008,2008-07-01,Las Vegas Aces,Seattle Storm,Michelob ULTRA Arena,12000,5609.0,41.25,66,82
1604,2008,2008-06-30,Dallas Wings,Indiana Fever,College Park Center,7000,1386.0,61.06,80,73
1605,2008,2008-07-03,New York Liberty,Minnesota Lynx,Barclays Center,17000,6004.0,39.99,78,72
1606,2008,2008-07-04,New York Liberty,Las Vegas Aces,Barclays Center,17000,8607.0,59.39,72,66
1607,2008,2008-07-04,Phoenix Mercury,Los Angeles Sparks,Footprint Center,14000,7823.0,48.61,79,74
1608,2008,2008-07-04,Los Angeles Sparks,Phoenix Mercury,Crypto.com Arena,19000,5518.0,33.24,74,74
1609,2008,2008-07-07,Connecticut Sun,Seattle Storm,Mohegan Sun Arena,10000,,32.4,73,82
1610,2008,2008-07-06,Atlanta Dream,Connecticut Sun,Gateway Center Arena,8500,4042.0,40.57,71,78
1611,2008,2008-07-09,Dallas Wings,Washington Mystics,College Park Center,7000,4612.0,58.86,85,62
1612,2008,2008-07-10,Connecticut Sun,Minnesota Lynx,Mohegan Sun Arena,10000,2577.0,43.44,71,68
1613,2008,2008-07-11,Washington Mystics,New York Liberty,Entertainment & Sports Arena,4200,2964.0,55.76,61,87
1614,2008,2008-07-11,Minnesota Lynx,Atlanta Dream,Target Center,18000,8556.0,37.42,73,72
1615,2008,2008-07-12,Phoenix Mercury,Minnesota Lynx,Footprint Center,14000,6056.0,36.09,72,54
1616,2008,2008-07-15,Phoenix Mercury,Connecticut Sun,Footprint Center,14000,3979.0,50.99,73,56
1617,2008,2008-07-14,Chicago Sky,Las Vegas Aces,Wintrust Arena,10000,6657.0,52.2,72,72
1618,2008,2008-07-16,Dallas Wings,Las Vegas Aces,College Park Center,7000,3727.0,53.35,77,75
1619,2008,2008-07-17,New York Liberty,Minnesota Lynx,Barclays Center,17000,3185.0,37.66,68,89
1620,2008,2008-07-18,Chicago Sky,Minnesota Lynx,Wintrust Arena,10000,2904.0,35.14,82,83
1621,2008,2008-07-20,Indiana Fever,New York Liberty,Gainbridge Fieldhouse,20000,10970.0,43.37,84,68
1622,2008,2008-07-20,Atlanta Dream,Los Angeles Sparks,Gateway Center Arena,8500,4423.0,51.06,81,71
1623,2008,2008-07-22,Seattle Storm,New York Liberty,Climate Pledge Arena,18000,5649.0,48.53,95,54
1624,2008,2008-07-22,Seattle Storm,Atlanta Dream,Climate Pledge Arena,18000,8397.0,53.52,75,69
1625,2008,2008-07-23,Dallas Wings,New York Liberty,College Park Center,7000,4522.0,49.55,78,84
1626,2008,2008-07-24,Connecticut Sun,Chicago Sky,Mohegan Sun Arena,10000,4038.0,52.37,82,82
1627,2008,2008-07-26,Golden State Valkyries,Las Vegas Aces,Chase Center,18000,12290.0,63.57,75,56
1628,2008,2008-07-28,Las Vegas Aces,Chicago Sky,Michelob ULTRA Arena,12000,4203.0,43.49,74,89
1629,2008,2008-07-29,Los Angeles Sparks,Chicago Sky,Crypto.com Arena,19000,10221.0,46.96,62,75
1630,2008,2008-07-29,Seattle Storm,Golden State Valkyries,Climate Pledge Arena,18000,5932.0,48.86,80,74
1631,2008,2008-07-31,Los Angeles Sparks,Golden State Valkyries,Crypto.com Arena,19000,9452.0,52.76,72,63
1632,2008,2008-07-30,Seattle Storm,Golden State Valkyries,Climate Pledge Arena,18000,5133.0,44.69,77,80
1633,2008,2008-08-01,Chicago Sky,New York Liberty,Wintrust Arena,10000,5473.0,59.44,78,70
1634,2008,2008-08-03,Indiana Fever,Golden State Valkyries,Gainbridge Fieldhouse,20000,10003.0,49.18,77,79
1635,2008,2008-08-02,Dallas Wings,Las Vegas Aces,College Park Center,7000,3428.0,39.41,71,76
1636,2008,2008-08-05,Dallas Wings,Phoenix Mercury,College Park Center,7000,1000.0,41.14,66,70
1637,2008,2008-08-07,Los Angeles Sparks,Dallas Wings,Crypto.com Arena,19000,7297.0,48.26,85,66
1638,2008,2008-08-08,Las Vegas Aces,Golden State Valkyries,Michelob ULTRA Arena,12000,6422.0,66.35,74,64
1639,2008,2008-08-07,Dallas Wings,Connecticut Sun,College Park Center,7000,2893.0,45.72,89,56
1640,2008,2008-08-10,Los Angeles Sparks,Dallas Wings,Crypto.com Arena,19000,8935.0,50.77,77,82
1641,2008,2008-08-11,Phoenix Mercury,Indiana Fever,Footprint Center,14000,4642.0,47.65,84,72
1642,2008,2008-08-11,Indiana Fever,Atlanta Dream,Gainbridge Fieldhouse,20000,5090.0,44.69,74,81
1643,2008,2008-08-13,Phoenix Mercury,Minnesota Lynx,Footprint Center,14000,4001.0,42.94,91,71
1644,2008,2008-08-14,Seattle Storm,Las Vegas Aces,Climate Pledge Arena,18000,8981.0,47.18,90,68
1645,2008,2008-08-14,Washington Mystics,Dallas Wings,Entertainment & Sports Arena,4200,1416.0,37.74,69,70
1646,2008,2008-08-14,Atlanta Dream,Minnesota Lynx,Gateway Center Arena,8500,1000.0,40.99,77,66
1647,2008,2008-08-15,Atlanta Dream,Dallas Wings,Gateway Center Arena,8500,2767.0,39.52,77,87
1648,2008,2008-08-17,Connecticut Sun,Atlanta Dream,Mohegan Sun Arena,10000,6863.0,46.64,60,80
1649,2008,2008-08-18,New York Liberty,Indiana Fever,Barclays Center,17000,6779.0,32.21,79,74
1650,2008,2008-08-21,New York Liberty,Dallas Wings,Barclays Center,17000,6051.0,50.47,81,71
1651,2008,2008-08-22,Indiana Fever,Seattle Storm,Gainbridge Fieldhouse,20000,,49.19,91,80
1652,2008,2008-08-21,Golden State Valkyries,Minnesota Lynx,Chase Center,18000,3220.0,38.34,81,71
1653,2008,2008-08-24,Dallas Wings,Washington Mystics,College Park Center,7000,3984.0,43.84,74,80
1654,2008,2008-08-24,Connecticut Sun,Los Angeles Sparks,Mohegan Sun Arena,0,4479.0,53.53,76,66
1655,2008,2008-08-24,Los Angeles Sparks,Indiana Fever,Crypto.com Arena,19000,12513.0,56.48,75,61
1656,2008,2008-08-26,Las Vegas Aces,Atlanta Dream,Michelob ULTRA Arena,12000,7483.0,47.63,98,68
1657,2008,2008-08-27,New York Liberty,Chicago Sky,Barclays Center,17000,10879.0,58.23,80,71
1658,2008,2008-08-27,Las Vegas Aces,Phoenix Mercury,Michelob ULTRA Arena,12000,6977.0,54.59,76,68
1659,2008,2008-08-28,Phoenix Mercury,Chicago Sky,Footprint Center,14000,7098.0,49.09,74,80
1660,2008,2008-08-29,Seattle Storm,Chicago Sky,Climate Pledge Arena,18000,13083.0,61.37,66,89
1661,2008,2008-09-02,New York Liberty,Dallas Wings,Barclays Center,17000,7284.0,64.12,76,73
1662,2008,2008-09-02,Chicago Sky,Minnesota Lynx,Wintrust Arena,10000,4314.0,23.14,54,76
1663,2008,2008-09-04,Chicago Sky,New York Liberty,Wintrust Arena,10000,5811.0,59.71,85,84
1664,2008,2008-09-03,Washington Mystics,Minnesota Lynx,Entertainment & Sports Arena,4200,2322.0,41.11,88,60
1665,2008,2008-09-05,Indiana Fever,Las Vegas Aces,Gainbridge Fieldhouse,20000,10361.0,44.01,64,74
1666,2008,2008-09-05,Los Angeles Sparks,New York Liberty,Crypto.com Arena,19000,7659.0,52.78,88,81
1667,2008,2008-09-06,Seattle Storm,Connecticut Sun,Climate Pledge Arena,18000,7577.0,35.25,76,83
1668,2008,2008-09-09,Washington Mystics,Dallas Wings,Entertainment & Sports Arena,4200,3491.0,40.07,65,70
1669,2008,2008-09-09,Connecticut Sun,Los Angeles Sparks,Mohegan Sun Arena,10000,5123.0,45.8,79,67
1670,2008,2008-09-11,Washington Mystics,Minnesota Lynx,Entertainment & Sports Arena,4200,2207.0,43.79,56,79
1671,2008,2008-09-10,Indiana Fever,Golden State Valkyries,Gainbridge Fieldhouse,20000,8529.0,59.3,78,75
1672,2008,2008-09-11,Minnesota Lynx,Atlanta Dream,Target Center,18000,5405.0,48.15,97,74
1673,2008,2008-09-14,Minnesota Lynx,Atlanta Dream,Target Center,18000,7410.0,45.77,72,85
1674,2008,2008-09-16,Connecticut Sun,Los Angeles Sparks,Mohegan Sun Arena,10000,5268.0,47.2,71,85
1675,2008,2008-09-16,Seattle Storm,Las Vegas Aces,Climate Pledge Arena,18000,10424.0,33.89,86,71
1676,2008,2008-09-16,New York Liberty,Indiana Fever,Barclays Center,17000,6307.0,47.07,83,88
1677,2008,2008-09-18,Las Vegas Aces,Phoenix Mercury,Michelob ULTRA Arena,12000,4983.0,36.08,73,76
1678,2008,2008-09-20,Chicago Sky,Washington Mystics,Wintrust Arena,10000,2794.0,33.56,84,62
1679,2008,2008-09-20,Golden State Valkyries,Phoenix Mercury,Chase Center,18000,5811.0,56.51,90,62
1680,2008,2008-09-21,Seattle Storm,Los Angeles Sparks,Climate Pledge Arena,18000,9415.0,54.45,67,84
1681,2008,2008-09-21,Los Angeles Sparks,Chicago Sky,Crypto.com Arena,19000,10672.0,42.74,64,62
1682,2008,2008-09-23,Connecticut Sun,Las Vegas Aces,Mohegan Sun Arena,10000,4346.0,60.3,76,67
1683,2008,2008-09-23,Dallas Wings,Minnesota Lynx,College Park Center,7000,2000.0,34.99,76,73
1684,2008,2008-09-24,Minnesota Lynx,Seattle Storm,Target Center,18000,6079.0,57.94,82,84
1685,2008,2008-09-25,Connecticut Sun,New York Liberty,Mohegan Sun Arena,10000,4796.0,54.53,79,97
1686,2008,2008-09-29,Connecticut Sun,Washington Mystics,Mohegan Sun Arena,10000,2970.0,43.9,86,76
1687,2008,2008-09-28,Washington Mystics,Golden State Valkyries,Entertainment & Sports Arena,4200,1590.0,49.79,88,55
1688,2008,2008-10-01,New York Liberty,Minnesota Lynx,Barclays Center,17000,9047.0,43.97,79,90
1689,2008,2008-10-01,New York Liberty,Los Angeles Sparks,Barclays Center,17000,7288.0,40.37,67,69
1690,2008,2008-10-02,Dallas Wings,Golden State Valkyries,College Park Center,7000,4285.0,56.69,62,70
1691,2008,2008-10-04,Chicago Sky,Golden State Valkyries,Wintrust Arena,10000,6403.0,66.1,56,76
1692,2008,2008-10-04,Phoenix Mercury,Atlanta Dream,Footprint Center,14000,8563.0,47.62,71,67
1693,2008,2008-10-06,Las Vegas Aces,Indiana Fever,Michelob ULTRA Arena,12000,8177.0,42.8,62,86
1694,2008,2008-10-07,Connecticut Sun,Atlanta Dream,Mohegan Sun Arena,10000,2564.0,37.11,62,77
1695,2008,2008-10-06,Phoenix Mercury,Connecticut Sun,Footprint Center,14000,5389.0,67.12,65,72
1696,2008,2008-10-07,Minnesota Lynx,Dallas Wings,Target Center,18000,11127.0,58.75,75,64
1697,2008,2008-10-09,Connecticut Sun,Los Angeles Sparks,Mohegan Sun Arena,10000,3371.0,40.53,72,61
1698,2008,2008-10-09,Washington Mystics,Los Angeles Sparks,Entertainment & Sports Arena,4200,3207.0,68.41,70,72
1699,2008,2008-10-11,Las Vegas Aces,Connecticut Sun,Michelob ULTRA Arena,12000,6094.0,42.28,80,52
1700,2008,2008-10-14,Golden State Valkyries,Seattle Storm,Chase Center,18000,6756.0,45.62,75,73
1701,2008,2008-10-13,Dallas Wings,Los Angeles Sparks,College Park Center,7000,3685.0,62.26,77,61
1702,2008,2008-10-15,Dallas Wings,Los Angeles Sparks,College Park Center,7000,4797.0,55.01,77,85
1703,2008,2008-10-16,Dallas Wings,Los Angeles Sparks,College Park Center,7000,4081.0,49.05,62,67
1704,2008,2008-10-16,Minnesota Lynx,Washington Mystics,Target Center,18000,9915.0,38.11,60,98
1705,2008,2008-10-19,Indiana Fever,Washington Mystics,Gainbridge Fieldhouse,20000,6444.0,35.95,76,57
1706,2008,2008-10-18,New York Liberty,Dallas Wings,Barclays Center,17000,5495.0,43.61,68,79
1707,2008,2008-10-21,Washington Mystics,Indiana Fever,Entertainment & Sports Arena,4200,2038.0,45.8,81,77
1708,2008,2008-10-22,Las Vegas Aces,Los Angeles Sparks,Michelob ULTRA Arena,12000,7140.0,48.58,84,67
1709,2008,2008-10-23,Connecticut Sun,Las Vegas Aces,Mohegan Sun Arena,10000,4331.0,37.85,66,84
1710,2008,2008-10-22,Minnesota Lynx,Indiana Fever,Target Center,18000,8428.0,44.54,86,68
1711,2008,2008-10-26,Indiana Fever,Los Angeles Sparks,Gainbridge Fieldhouse,20000,10615.0,40.67,71,72
1712,2008,2008-10-26,Indiana Fever,Minnesota Lynx,Gainbridge Fieldhouse,20000,10274.0,42.63,77,80
1713,2008,2008-10-27,Indiana Fever,Washington Mystics,Gainbridge Fieldhouse,20000,10440.0,52.81,82,66
1714,2008,2008-10-27,New York Liberty,Las Vegas Aces,Barclays Center,17000,11177.0,44.54,79,67
1715,2008,2008-10-29,Connecticut Sun,Indiana Fever,Mohegan Sun Arena,10000,3095.0,44.84,76,77
1716,2008,2008-10-29,Indiana Fever,Dallas Wings,Gainbridge Fieldhouse,20000,8178.0,64.18,67,68
1717,2008,2008-10-31,Indiana Fever,New York Liberty,Gainbridge Fieldhouse,20000,9661.0,43.54,61,82
1718,2008,2008-11-01,Chicago Sky,Atlanta Dream,Wintrust Arena,10000,,35.16,72,74
1719,2008,2008-11-01,Seattle Storm,Las Vegas Aces,Climate Pledge Arena,18000,11942.0,63.22,84,66
1720,2008,2008-11-02,Washington Mystics,Atlanta Dream,Entertainment & Sports Arena,4200,2427.0,45.4,73,77
1721,2008,2008-11-04,Connecticut Sun,Las Vegas Aces,Mohegan Sun Arena,10000,5116.0,51.37,67,84
1722,2008,2008-11-04,Indiana Fever,Chicago Sky,Gainbridge Fieldhouse,20000,12268.0,51.1,53,94
1723,2008,2008-11-07,Washington Mystics,Golden State Valkyries,Entertainment & Sports Arena,4200,1000.0,40.6,74,65
1724,2008,2008-11-07,Indiana Fever,Golden State Valkyries,Gainbridge Fieldhouse,20000,7430.0,51.94,74,88
1725,2008,2008-11-10,Connecticut Sun,Chicago Sky,Mohegan Sun Arena,10000,3759.0,54.62,81,78
1726,2008,2008-11-10,Minnesota Lynx,Golden State Valkyries,Target Center,18000,,60.95,70,63
1727,2008,2008-11-10,Los Angeles Sparks,Washington Mystics,Crypto.com Arena,19000,8710.0,44.87,89,66
1728,2008,2008-11-12,Washington Mystics,Golden State Valkyries,Entertainment & Sports Arena,4200,1009.0,53.05,69,70
1729,2008,2008-11-14,Seattle Storm,Las Vegas Aces,Climate Pledge Arena,18000,8541.0,33.51,83,66
1730,2008,2008-11-13,Dallas Wings,Atlanta Dream,College Park Center,7000,3436.0,-1.0,49,87
1731,2008,2008-11-14,Minnesota Lynx,Washington Mystics,Target Center,18000,6604.0,22.35,62,70
1732,2008,2008-11-16,Golden State Valkyries,Washington Mystics,Chase Center,18000,6779.0,33.29,76,58
1733,2008,2008-11-16,New York Liberty,Las Vegas Aces,Barclays Center,17000,8431.0,45.29,87,60
1734,2008,2008-11-19,Phoenix Mercury,Chicago Sky,Footprint Center,14000,8406.0,54.45,93,70
1735,2008,2008-11-20,Los Angeles Sparks,Seattle Storm,Crypto.com Arena,19000,9206.0,33.44,83,85
1736,2008,2008-11-21,Seattle Storm,Atlanta Dream,Climate Pledge Arena,18000,12142.0,53.21,84,57
1737,2008,2008-11-22,Connecticut Sun,Las Vegas Aces,Mohegan Sun Arena,10000,3655.0,54.42,70,68
1738,2008,2008-11-23,Atlanta Dream,Connecticut Sun,Gateway Center Arena,8500,4035.0,37.21,76,75
1739,2008,2008-11-23,Dallas Wings,Phoenix Mercury,College Park Center,7000,2602.0,30.38,82,46
1740,2008,2008-11-25,Minnesota Lynx,Golden State Valkyries,Target Center,18000,4623.0,45.78,85,73
1741,2008,2008-11-27,Atlanta Dream,Los Angeles Sparks,Gateway Center Arena,8500,5651.0,59.42,84,70
1742,2008,2008-11-27,Atlanta Dream,Seattle Storm,Gateway Center Arena,8500,3631.0,56.19,75,84
1743,2008,2008-11-28,Chicago Sky,Dallas Wings,Wintrust Arena,10000,4723.0,38.85,82,87
1744,2008,2008-11-28,Minnesota Lynx,Golden State Valkyries,Target Center,18000,7297.0,45.13,64,76
1745,2008,2008-12-01,Minnesota Lynx,Seattle Storm,Target Center,18000,9287.0,50.18,73,95
1746,2008,2008-11-30,Atlanta Dream,New York Liberty,Gateway Center Arena,8500,,55.87,82,72
1747,2008,2008-12-01,Atlanta Dream,Golden State Valkyries,Gateway Center Arena,8500,2472.0,47.78,76,91
1748,2008,2008-12-03,Seattle Storm,Minnesota Lynx,Climate Pledge Arena,18000,6849.0,45.5,58,76
